npm {"level":"error","message":"","timestamp":"2018-05-18T21:13:25.337Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.772Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.778Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.783Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.789Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.793Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.800Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.806Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.810Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.817Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.822Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.826Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.835Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.842Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.846Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.850Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.856Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.861Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.867Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.873Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.877Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.883Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.889Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.893Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.897Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.902Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.909Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.913Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.918Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.922Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.931Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.937Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.942Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.948Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.955Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.960Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.965Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.976Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.980Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.984Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.993Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:51.998Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.005Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.011Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.015Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.019Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.024Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.030Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.039Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.044Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.049Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.056Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.060Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.064Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.070Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.077Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.081Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.085Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.093Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.097Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.102Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.106Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.110Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.116Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.122Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.126Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.130Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.138Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.142Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.146Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.150Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.155Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.162Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.166Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.171Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.175Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.182Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.188Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.192Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.197Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.204Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.208Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.213Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.220Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.225Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.230Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.234Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.239Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.246Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.250Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.254Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.260Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.267Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.272Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.277Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.282Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.289Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.293Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.297Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.301Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.308Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.313Z"}
{"level":"error","message":"Error: getaddrinfo ENOTFOUND public.api.openprocurement.org public.api.openprocurement.org:443\n    at errnoException (dns.js:55:10)\n    at GetAddrInfoReqWrap.onlookup [as oncomplete] (dns.js:97:26)","timestamp":"2018-05-19T22:52:52.320Z"}
